"Refid","Bibliography","User","Ris Code","Level","Study ES List_k","effect_intervention_group","effect_comparison_group","effect_outcome","effect_outcome_type","effect_report_number","effect_page","effect_type","effect_timing","effect_favored","effect_icc","effect_intervention_baseline_participants","effect_comparison_baseline_participants","effect_intervention_followup_participants","effect_comparison_followup_participants","effect_intervention_baseline_classrooms","effect_comparison_baseline_classrooms","effect_intervention_followup_classrooms","effect_comparison_followup_classrooms","effect_intervention_baseline_schools","effect_comparison_baseline_schoools","effect_intervention_followup_schools","effect_comparison_followup_schools","effect_intervention_baseline_mean","effect_intervention_baseline_sd","effect_intervention_followup_mean","effect_intervention_followup_sd","effect_comparison_baseline_mean","effect_comparison_baseline_sd","effect_comparison_followup_mean","effect_comparison_followup_sd","effect_intervention_n_successful","effect_intervention_n_unsuccessful","effect_comparison_n_successful","effect_comparison_n_unsuccessful","effect_size_type -> NA - I entered the necessary information above","effect_size_type -> Means and Standard Errors (SEs)","effect_size_type -> Independent t-test","effect_size_type -> One-way ANOVA F-test (with df = 1)","effect_size_type -> Chi-squared test statistic (with df = 1)","effect_size_type -> Unstandardized regression coefficient for treatment dummy indicator","effect_size_type -> Standardized regression coefficient for treatment dummy indicator","effect_size_type -> Author-reported odds ratio","effect_size_type -> Author-reported standardized mean difference","effect_size_type -> Insufficient information to calculate effect size","effect_r_squared","effect_SE_intervention_mean","effect_SE_intervention_se","effect_SE_comparison_mean","effect_SE_comparison_se","effect_t_test","effect_f_test","effect_chi_square","effect_unstandardized_coefficient","effect_unstandardized_sd","effect_standardized_coefficient","effect_standardized_sd","effect_or","effect_or_ci_lower","effect_or_ci_upper","effect_smd","effect_smd_ci_lower","effect_smd_ci_upper","effect_notes"
10064,"Stallard, et al 2014 ",spgrant,,8,"2-School-led Friends-3-TAU-8-SAT-SAT - Writing-Continuous-52","2-School-led Friends",3-TAU,"8-SAT-SAT - Writing",Continuous,10321,1303,Post-test,52,Intervention,-999,,,438,365,,,-999,-999,,,14,12,,,28.66,4.74,,,27.18,4.36,,,,,"NA - I entered the necessary information above",,,,,,,,,,,,,,,,,,,,,,,,,,,,
10064,"Stallard, et al 2014 ",spgrant,,8,"2-School-led Friends-3-TAU-9-SAT-SAT - Maths-Continuous","2-School-led Friends",3-TAU,"9-SAT-SAT - Maths",Continuous,10321,1303,Pretest,,Intervention,-999,457,387,,,-999,-999,,,14,12,,,16.15,3.28,,,15.54,3.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10064,"Stallard, et al 2014 ",spgrant,,8,"2-School-led Friends-3-TAU-7-SAT-SAT - Reading-Continuous","2-School-led Friends",3-TAU,"7-SAT-SAT - Reading",Continuous,10321,1303,Pretest,,Intervention,-999,457,387,,,-999,-999,,,14,12,,,16.18,3.81,,,15.97,4.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10064,"Stallard, et al 2014 ",spgrant,,8,"2-School-led Friends-3-TAU-7-SAT-SAT - Reading-Continuous-52","2-School-led Friends",3-TAU,"7-SAT-SAT - Reading",Continuous,10321,1303,Post-test,52,Intervention,-999,,,438,365,,,-999,-999,,,14,12,,,29.39,4.44,,,28.46,4.71,,,,,"NA - I entered the necessary information above",,,,,,,,,,,,,,,,,,,,,,,,,,,,
10064,"Stallard, et al 2014 ",spgrant,,8,"2-School-led Friends-3-TAU-1-Revised Child Anxiety and Depression Scale (RCADS)-RCADS - Depression-Continuous","2-School-led Friends",3-TAU,"1-Revised Child Anxiety and Depression Scale (RCADS)-RCADS - Depression",Continuous,10064,188,Pretest,,Intervention,-999,472,401,,,-999,-999,,,14,12,,,3.68,2.34,,,3.85,2.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10064,"Stallard, et al 2014 ",spgrant,,8,"1-Health-led Friends-3-TAU-4-Revised Child Anxiety and Depression Scale (RCADS)-RCADS - Generalized Anxiety-Continuous","1-Health-led Friends",3-TAU,"4-Revised Child Anxiety and Depression Scale (RCADS)-RCADS - Generalized Anxiety",Continuous,10064,188,Pretest,,Intervention,-999,489,401,,,-999,-999,,,14,12,,,5.79,3.80,,,5.97,3.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10064,"Stallard, et al 2014 ",spgrant,,8,"1-Health-led Friends-3-TAU-4-Revised Child Anxiety and Depression Scale (RCADS)-RCADS - Generalized Anxiety-Continuous-52","1-Health-led Friends",3-TAU,"4-Revised Child Anxiety and Depression Scale (RCADS)-RCADS - Generalized Anxiety",Continuous,10064,188,Post-test,52,Intervention,-999,,,449,372,,,-999,-999,,,14,12,,,4.43,3.56,,,5.15,3.70,,,,,"NA - I entered the necessary information above",,,,,,,,,,,,,,,,,,,,,,,,,,,,
10064,"Stallard, et al 2014 ",spgrant,,8,"1-Health-led Friends-3-TAU-6-Total Life Satisfaction-TLS-Continuous","1-Health-led Friends",3-TAU,"6-Total Life Satisfaction-TLS",Continuous,10064,188,Pretest,,Intervention,-999,489,401,,,-999,-999,,,14,12,,,14.21,6.77,,,13.76,6.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10064,"Stallard, et al 2014 ",spgrant,,8,"1-Health-led Friends-3-TAU-6-Total Life Satisfaction-TLS-Continuous-52","1-Health-led Friends",3-TAU,"6-Total Life Satisfaction-TLS",Continuous,10064,188,Post-test,52,Comparison,-999,,,449,372,,,-999,-999,,,14,12,,,13.87,6.00,,,13.95,5.88,,,,,"NA - I entered the necessary information above",,,,,,,,,,,,,,,,,,,,,,,,,,,,
10064,"Stallard, et al 2014 ",spgrant,,8,"2-School-led Friends-3-TAU-1-Revised Child Anxiety and Depression Scale (RCADS)-RCADS - Depression-Continuous-52","2-School-led Friends",3-TAU,"1-Revised Child Anxiety and Depression Scale (RCADS)-RCADS - Depression",Continuous,10064,188,Post-test,52,Intervention,-999,,,436,372,,,-999,-999,,,14,12,,,3.34,2.51,,,3.47,2.72,,,,,"NA - I entered the necessary information above",,,,,,,,,,,,,,,,,,,,,,,,,,,,
10064,"Stallard, et al 2014 ",spgrant,,8,"2-School-led Friends-3-TAU-4-Revised Child Anxiety and Depression Scale (RCADS)-RCADS - Generalized Anxiety-Continuous","2-School-led Friends",3-TAU,"4-Revised Child Anxiety and Depression Scale (RCADS)-RCADS - Generalized Anxiety",Continuous,10064,188,Pretest,,Intervention,-999,472,401,,,-999,-999,,,14,12,,,5.64,3.54,,,5.97,3.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10064,"Stallard, et al 2014 ",spgrant,,8,"2-School-led Friends-3-TAU-4-Revised Child Anxiety and Depression Scale (RCADS)-RCADS - Generalized Anxiety-Continuous-52","2-School-led Friends",3-TAU,"4-Revised Child Anxiety and Depression Scale (RCADS)-RCADS - Generalized Anxiety",Continuous,10064,188,Post-test,52,Comparison,-999,,,436,372,,,-999,-999,,,14,12,,,5.19,3.64,,,5.15,3.70,,,,,"NA - I entered the necessary information above",,,,,,,,,,,,,,,,,,,,,,,,,,,,
10064,"Stallard, et al 2014 ",spgrant,,8,"2-School-led Friends-3-TAU-6-Total Life Satisfaction-TLS-Continuous","2-School-led Friends",3-TAU,"6-Total Life Satisfaction-TLS",Continuous,10064,188,Pretest,,Comparison,-999,472,401,,,-999,-999,,,14,12,,,13.32,5.71,,,13.76,6.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10064,"Stallard, et al 2014 ",spgrant,,8,"2-School-led Friends-3-TAU-6-Total Life Satisfaction-TLS-Continuous-52","2-School-led Friends",3-TAU,"6-Total Life Satisfaction-TLS",Continuous,10064,188,Post-test,52,Comparison,-999,,,436,372,,,-999,-999,,,14,12,,,13.73,6.08,,,13.95,5.88,,,,,"NA - I entered the necessary information above",,,,,,,,,,,,,,,,,,,,,,,,,,,,
10064,"Stallard, et al 2014 ",spgrant,,8,"2-School-led Friends-3-TAU-5-Revised Child Anxiety and Depression Scale (RCADS)-RCADS - Panic-Continuous","2-School-led Friends",3-TAU,"5-Revised Child Anxiety and Depression Scale (RCADS)-RCADS - Panic",Continuous,10064,188,Pretest,,Intervention,-999,472,401,,,-999,-999,,,14,12,,,2.68,2.79,,,2.97,3.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10064,"Stallard, et al 2014 ",spgrant,,8,"2-School-led Friends-3-TAU-3-Revised Child Anxiety and Depression Scale (RCADS)-RCADS - Separation Anxiety-Continuous","2-School-led Friends",3-TAU,"3-Revised Child Anxiety and Depression Scale (RCADS)-RCADS - Separation Anxiety",Continuous,10064,188,Pretest,,Intervention,-999,472,401,,,-999,-999,,,14,12,,,3.68,3.14,,,4.23,3.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10064,"Stallard, et al 2014 ",spgrant,,8,"1-Health-led Friends-3-TAU-5-Revised Child Anxiety and Depression Scale (RCADS)-RCADS - Panic-Continuous","1-Health-led Friends",3-TAU,"5-Revised Child Anxiety and Depression Scale (RCADS)-RCADS - Panic",Continuous,10064,188,Pretest,,Intervention,-999,489,401,,,-999,-999,,,14,12,,,2.85,2.87,,,2.97,3.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10064,"Stallard, et al 2014 ",spgrant,,8,"1-Health-led Friends-3-TAU-3-Revised Child Anxiety and Depression Scale (RCADS)-RCADS - Separation Anxiety-Continuous","1-Health-led Friends",3-TAU,"3-Revised Child Anxiety and Depression Scale (RCADS)-RCADS - Separation Anxiety",Continuous,10064,188,Pretest,,Intervention,-999,489,401,,,-999,-999,,,14,12,,,3.81,3.34,,,4.23,3.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10064,"Stallard, et al 2014 ",spgrant,,8,"1-Health-led Friends-3-TAU-2-Revised Child Anxiety and Depression Scale (RCADS)-RCADS - Social Anxiety-Continuous","1-Health-led Friends",3-TAU,"2-Revised Child Anxiety and Depression Scale (RCADS)-RCADS - Social Anxiety",Continuous,10064,188,Pretest,,Comparison,-999,489,401,,,-999,-999,,,14,12,,,5.28,3.28,,,5.13,3.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10064,"Stallard, et al 2014 ",spgrant,,8,"2-School-led Friends-3-TAU-5-Revised Child Anxiety and Depression Scale (RCADS)-RCADS - Panic-Continuous-52","2-School-led Friends",3-TAU,"5-Revised Child Anxiety and Depression Scale (RCADS)-RCADS - Panic",Continuous,10064,188,Post-test,52,Intervention,-999,,,436,372,,,-999,-999,,,14,12,,,2.33,2.74,,,2.42,3.00,,,,,"NA - I entered the necessary information above",,,,,,,,,,,,,,,,,,,,,,,,,,,,
10064,"Stallard, et al 2014 ",spgrant,,8,"2-School-led Friends-3-TAU-3-Revised Child Anxiety and Depression Scale (RCADS)-RCADS - Separation Anxiety-Continuous-52","2-School-led Friends",3-TAU,"3-Revised Child Anxiety and Depression Scale (RCADS)-RCADS - Separation Anxiety",Continuous,10064,188,Post-test,52,Intervention,-999,,,436,372,,,-999,-999,,,14,12,,,2.89,2.96,,,3.07,3.14,,,,,"NA - I entered the necessary information above",,,,,,,,,,,,,,,,,,,,,,,,,,,,
10064,"Stallard, et al 2014 ",spgrant,,8,"2-School-led Friends-3-TAU-2-Revised Child Anxiety and Depression Scale (RCADS)-RCADS - Social Anxiety-Continuous-52","2-School-led Friends",3-TAU,"2-Revised Child Anxiety and Depression Scale (RCADS)-RCADS - Social Anxiety",Continuous,10064,188,Post-test,52,Comparison,-999,,,436,372,,,-999,-999,,,14,12,,,5.04,3.43,,,4.68,3.37,,,,,"NA - I entered the necessary information above",,,,,,,,,,,,,,,,,,,,,,,,,,,,
10064,"Stallard, et al 2014 ",spgrant,,8,"1-Health-led Friends-3-TAU-2-Revised Child Anxiety and Depression Scale (RCADS)-RCADS - Social Anxiety-Continuous-52","1-Health-led Friends",3-TAU,"2-Revised Child Anxiety and Depression Scale (RCADS)-RCADS - Social Anxiety",Continuous,10064,188,Post-test,52,Intervention,-999,,,449,372,,,-999,-999,,,14,12,,,4.39,3.32,,,4.68,3.37,,,,,"NA - I entered the necessary information above",,,,,,,,,,,,,,,,,,,,,,,,,,,,
10064,"Stallard, et al 2014 ",spgrant,,8,"1-Health-led Friends-3-TAU-1-Revised Child Anxiety and Depression Scale (RCADS)-RCADS - Depression-Continuous","1-Health-led Friends",3-TAU,"1-Revised Child Anxiety and Depression Scale (RCADS)-RCADS - Depression",Continuous,10064,188,Pretest,,Comparison,-999,489,401,,,-999,-999,,,14,12,,,4.04,2.60,,,3.85,2.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10064,"Stallard, et al 2014 ",spgrant,,8,"1-Health-led Friends-3-TAU-1-Revised Child Anxiety and Depression Scale (RCADS)-RCADS - Depression-Continuous-52","1-Health-led Friends",3-TAU,"1-Revised Child Anxiety and Depression Scale (RCADS)-RCADS - Depression",Continuous,10064,188,Post-test,52,Intervention,-999,,,449,372,,,-999,-999,,,14,12,,,3.15,2.53,,,3.47,2.72,,,,,"NA - I entered the necessary information above",,,,,,,,,,,,,,,,,,,,,,,,,,,,
10064,"Stallard, et al 2014 ",spgrant,,8,"1-Health-led Friends-3-TAU-1-Revised Child Anxiety and Depression Scale (RCADS)-RCADS - Depression-Continuous-104","1-Health-led Friends",3-TAU,"1-Revised Child Anxiety and Depression Scale (RCADS)-RCADS - Depression",Continuous,10489,31,Post-test,104,Comparison,-999,,,221,167,,,-999,-999,,,14,12,,,2.63,2.03,,,2.56,1.95,,,,,"NA - I entered the necessary information above",,,,,,,,,,,,,,,,,,,,,,,,,,,,
10064,"Stallard, et al 2014 ",spgrant,,8,"2-School-led Friends-3-TAU-1-Revised Child Anxiety and Depression Scale (RCADS)-RCADS - Depression-Continuous-104","2-School-led Friends",3-TAU,"1-Revised Child Anxiety and Depression Scale (RCADS)-RCADS - Depression",Continuous,10489,31,Post-test,104,Intervention,-999,,,206,167,,,-999,-999,,,14,12,,,2.12,1.90,,,2.56,1.95,,,,,"NA - I entered the necessary information above",,,,,,,,,,,,,,,,,,,,,,,,,,,,
10064,"Stallard, et al 2014 ",spgrant,,8,"2-School-led Friends-3-TAU-2-Revised Child Anxiety and Depression Scale (RCADS)-RCADS - Social Anxiety-Continuous","2-School-led Friends",3-TAU,"2-Revised Child Anxiety and Depression Scale (RCADS)-RCADS - Social Anxiety",Continuous,10064,188,Pretest,,Intervention,-999,472,401,,,-999,-999,,,14,12,,,5.05,3.23,,,5.13,3.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10064,"Stallard, et al 2014 ",spgrant,,8,"1-Health-led Friends-3-TAU-3-Revised Child Anxiety and Depression Scale (RCADS)-RCADS - Separation Anxiety-Continuous-52","1-Health-led Friends",3-TAU,"3-Revised Child Anxiety and Depression Scale (RCADS)-RCADS - Separation Anxiety",Continuous,10064,188,Post-test,52,Intervention,-999,,,449,372,,,-999,-999,,,14,12,,,2.48,2.94,,,3.07,3.14,,,,,"NA - I entered the necessary information above",,,,,,,,,,,,,,,,,,,,,,,,,,,,
10064,"Stallard, et al 2014 ",spgrant,,8,"1-Health-led Friends-3-TAU-4-Revised Child Anxiety and Depression Scale (RCADS)-RCADS - Generalized Anxiety-Continuous-104","1-Health-led Friends",3-TAU,"4-Revised Child Anxiety and Depression Scale (RCADS)-RCADS - Generalized Anxiety",Continuous,10489,31,Post-test,104,Intervention,-999,,,221,167,,,-999,-999,,,14,12,,,3.68,2.63,,,3.89,2.58,,,,,"NA - I entered the necessary information above",,,,,,,,,,,,,,,,,,,,,,,,,,,,
10064,"Stallard, et al 2014 ",spgrant,,8,"1-Health-led Friends-3-TAU-6-Total Life Satisfaction-TLS-Continuous-104","1-Health-led Friends",3-TAU,"6-Total Life Satisfaction-TLS",Continuous,10489,33,Post-test,104,Comparison,-999,,,221,167,,,-999,-999,,,14,12,,,12.05,4.50,,,12.26,4.21,,,,,"NA - I entered the necessary information above",,,,,,,,,,,,,,,,,,,,,,,,,,,,
10064,"Stallard, et al 2014 ",spgrant,,8,"2-School-led Friends-3-TAU-4-Revised Child Anxiety and Depression Scale (RCADS)-RCADS - Generalized Anxiety-Continuous-104","2-School-led Friends",3-TAU,"4-Revised Child Anxiety and Depression Scale (RCADS)-RCADS - Generalized Anxiety",Continuous,10489,31,Post-test,104,Intervention,-999,,,206,167,,,-999,-999,,,14,12,,,3.81,2.80,,,3.89,2.58,,,,,"NA - I entered the necessary information above",,,,,,,,,,,,,,,,,,,,,,,,,,,,
10064,"Stallard, et al 2014 ",spgrant,,8,"2-School-led Friends-3-TAU-6-Total Life Satisfaction-TLS-Continuous-104","2-School-led Friends",3-TAU,"6-Total Life Satisfaction-TLS",Continuous,10489,33,Post-test,104,Comparison,-999,,,206,167,,,-999,-999,,,14,12,,,11.69,4.03,,,12.26,4.21,,,,,"NA - I entered the necessary information above",,,,,,,,,,,,,,,,,,,,,,,,,,,,
10064,"Stallard, et al 2014 ",spgrant,,8,"1-Health-led Friends-3-TAU-9-SAT-SAT - Maths-Continuous","1-Health-led Friends",3-TAU,"9-SAT-SAT - Maths",Continuous,10321,1303,Pretest,,Intervention,-999,473,387,,,-999,-999,,,14,12,,,16.14,3.77,,,15.54,3.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10064,"Stallard, et al 2014 ",spgrant,,8,"1-Health-led Friends-3-TAU-8-SAT-SAT - Writing-Continuous","1-Health-led Friends",3-TAU,"8-SAT-SAT - Writing",Continuous,10321,1303,Pretest,,Intervention,-999,473,387,,,-999,-999,,,14,12,,,14.64,3.87,,,14.14,3.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10064,"Stallard, et al 2014 ",spgrant,,8,"2-School-led Friends-3-TAU-8-SAT-SAT - Writing-Continuous","2-School-led Friends",3-TAU,"8-SAT-SAT - Writing",Continuous,10321,1303,Pretest,,Intervention,-999,457,387,,,-999,-999,,,14,12,,,14.67,3.63,,,14.14,3.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10064,"Stallard, et al 2014 ",spgrant,,8,"1-Health-led Friends-3-TAU-5-Revised Child Anxiety and Depression Scale (RCADS)-RCADS - Panic-Continuous-52","1-Health-led Friends",3-TAU,"5-Revised Child Anxiety and Depression Scale (RCADS)-RCADS - Panic",Continuous,10064,188,Post-test,52,Intervention,-999,,,449,372,,,-999,-999,,,14,12,,,2.03,2.56,,,2.42,3.00,,,,,"NA - I entered the necessary information above",,,,,,,,,,,,,,,,,,,,,,,,,,,,
10064,"Stallard, et al 2014 ",spgrant,,8,"1-Health-led Friends-3-TAU-2-Revised Child Anxiety and Depression Scale (RCADS)-RCADS - Social Anxiety-Continuous-104","1-Health-led Friends",3-TAU,"2-Revised Child Anxiety and Depression Scale (RCADS)-RCADS - Social Anxiety",Continuous,10489,31,Post-test,104,Intervention,-999,,,221,167,,,-999,-999,,,14,12,,,4.01,2.59,,,4.48,2.70,,,,,"NA - I entered the necessary information above",,,,,,,,,,,,,,,,,,,,,,,,,,,,
10064,"Stallard, et al 2014 ",spgrant,,8,"1-Health-led Friends-3-TAU-3-Revised Child Anxiety and Depression Scale (RCADS)-RCADS - Separation Anxiety-Continuous-104","1-Health-led Friends",3-TAU,"3-Revised Child Anxiety and Depression Scale (RCADS)-RCADS - Separation Anxiety",Continuous,10489,31,Post-test,104,Intervention,-999,,,221,167,,,-999,-999,,,14,12,,,1.82,2.26,,,2.36,2.41,,,,,"NA - I entered the necessary information above",,,,,,,,,,,,,,,,,,,,,,,,,,,,
10064,"Stallard, et al 2014 ",spgrant,,8,"1-Health-led Friends-3-TAU-5-Revised Child Anxiety and Depression Scale (RCADS)-RCADS - Panic-Continuous-104","1-Health-led Friends",3-TAU,"5-Revised Child Anxiety and Depression Scale (RCADS)-RCADS - Panic",Continuous,10489,31,Post-test,104,Intervention,-999,,,221,167,,,-999,-999,,,14,12,,,1.39,2.18,,,1.40,1.90,,,,,"NA - I entered the necessary information above",,,,,,,,,,,,,,,,,,,,,,,,,,,,
10064,"Stallard, et al 2014 ",spgrant,,8,"2-School-led Friends-3-TAU-2-Revised Child Anxiety and Depression Scale (RCADS)-RCADS - Social Anxiety-Continuous-104","2-School-led Friends",3-TAU,"2-Revised Child Anxiety and Depression Scale (RCADS)-RCADS - Social Anxiety",Continuous,10489,31,Post-test,104,Intervention,-999,,,206,167,,,-999,-999,,,14,12,,,4.23,3.01,,,4.48,2.70,,,,,"NA - I entered the necessary information above",,,,,,,,,,,,,,,,,,,,,,,,,,,,
10064,"Stallard, et al 2014 ",spgrant,,8,"2-School-led Friends-3-TAU-3-Revised Child Anxiety and Depression Scale (RCADS)-RCADS - Separation Anxiety-Continuous-104","2-School-led Friends",3-TAU,"3-Revised Child Anxiety and Depression Scale (RCADS)-RCADS - Separation Anxiety",Continuous,10489,31,Post-test,104,Intervention,-999,,,206,167,,,-999,-999,,,14,12,,,1.83,1.85,,,2.36,2.41,,,,,"NA - I entered the necessary information above",,,,,,,,,,,,,,,,,,,,,,,,,,,,
10064,"Stallard, et al 2014 ",spgrant,,8,"2-School-led Friends-3-TAU-5-Revised Child Anxiety and Depression Scale (RCADS)-RCADS - Panic-Continuous-104","2-School-led Friends",3-TAU,"5-Revised Child Anxiety and Depression Scale (RCADS)-RCADS - Panic",Continuous,10489,31,Post-test,104,Intervention,-999,,,206,167,,,-999,-999,,,14,12,,,1.21,1.68,,,1.40,1.90,,,,,"NA - I entered the necessary information above",,,,,,,,,,,,,,,,,,,,,,,,,,,,
10064,"Stallard, et al 2014 ",mschweer,,8,"1-Health-led Friends-3-TAU-8-SAT-SAT - Writing-Continuous-52","1-Health-led Friends",3-TAU,"8-SAT-SAT - Writing",Continuous,10321,1303,Post-test,52,Intervention,-999,,,410,365,,,-999,-999,,,14,12,,,27.86,4.89,,,27.18,4.36,,,,,"NA - I entered the necessary information above",,,,,,,,,,,,,,,,,,,,,,,,,,,,
10064,"Stallard, et al 2014 ",mschweer,,8,"1-Health-led Friends-3-TAU-9-SAT-SAT - Maths-Continuous-52","1-Health-led Friends",3-TAU,"9-SAT-SAT - Maths",Continuous,10321,1303,Post-test,52,Intervention,-999,,,410,365,,,-999,-999,,,14,12,,,29.91,4.92,,,28.08,5.06,,,,,"NA - I entered the necessary information above",,,,,,,,,,,,,,,,,,,,,,,,,,,,
10064,"Stallard, et al 2014 ",mschweer,,8,"2-School-led Friends-3-TAU-7-SAT-SAT - Reading-Continuous","2-School-led Friends",3-TAU,"7-SAT-SAT - Reading",Continuous,10321,1303,Pretest,,Intervention,-999,457,387,,,-999,-999,,,14,12,,,16.18,3.81,,,15.97,4.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10064,"Stallard, et al 2014 ",mschweer,,8,"2-School-led Friends-3-TAU-7-SAT-SAT - Reading-Continuous-52","2-School-led Friends",3-TAU,"7-SAT-SAT - Reading",Continuous,10321,1303,Post-test,52,Intervention,-999,,,438,365,,,-999,-999,,,14,12,,,29.39,4.44,,,28.46,4.71,,,,,"NA - I entered the necessary information above",,,,,,,,,,,,,,,,,,,,,,,,,,,,
10064,"Stallard, et al 2014 ",mschweer,,8,"2-School-led Friends-3-TAU-8-SAT-SAT - Writing-Continuous-52","2-School-led Friends",3-TAU,"8-SAT-SAT - Writing",Continuous,10321,1303,Post-test,52,Intervention,-999,,,438,365,,,-999,-999,,,14,12,,,28.66,4.74,,,27.18,4.36,,,,,"NA - I entered the necessary information above",,,,,,,,,,,,,,,,,,,,,,,,,,,,
10064,"Stallard, et al 2014 ",mschweer,,8,"2-School-led Friends-3-TAU-9-SAT-SAT - Maths-Continuous","2-School-led Friends",3-TAU,"9-SAT-SAT - Maths",Continuous,10321,1303,Pretest,,Intervention,-999,457,387,,,-999,-999,,,14,12,,,16.15,3.28,,,15.54,3.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10064,"Stallard, et al 2014 ",mschweer,,8,"2-School-led Friends-3-TAU-9-SAT-SAT - Maths-Continuous-52","2-School-led Friends",3-TAU,"9-SAT-SAT - Maths",Continuous,10321,1303,Post-test,52,Intervention,-999,,,438,365,,,-999,-999,,,14,12,,,29.23,5.04,,,28.08,5.06,,,,,"NA - I entered the necessary information above",,,,,,,,,,,,,,,,,,,,,,,,,,,,
10064,"Stallard, et al 2014 ",mschweer,,8,"1-Health-led Friends-3-TAU-9-SAT-SAT - Maths-Continuous","1-Health-led Friends",3-TAU,"9-SAT-SAT - Maths",Continuous,10321,1303,Pretest,,Intervention,-999,473,387,,,-999,-999,,,14,12,,,16.14,3.77,,,15.54,3.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10064,"Stallard, et al 2014 ",mschweer,,8,"2-School-led Friends-3-TAU-8-SAT-SAT - Writing-Continuous","2-School-led Friends",3-TAU,"8-SAT-SAT - Writing",Continuous,10321,1303,Pretest,,Intervention,-999,457,387,,,-999,-999,,,14,12,,,14.67,3.63,,,14.14,3.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10064,"Stallard, et al 2014 ",mschweer,,8,"2-School-led Friends-3-TAU-3-Revised Child Anxiety and Depression Scale (RCADS)-RCADS - Separation Anxiety-Continuous","2-School-led Friends",3-TAU,"3-Revised Child Anxiety and Depression Scale (RCADS)-RCADS - Separation Anxiety",Continuous,10064,188,Pretest,,Intervention,-999,472,401,,,-999,-999,,,14,12,,,3.68,3.14,,,4.23,3.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10064,"Stallard, et al 2014 ",mschweer,,8,"2-School-led Friends-3-TAU-6-Total Life Satisfaction-TLS-Continuous-104","2-School-led Friends",3-TAU,"6-Total Life Satisfaction-TLS",Continuous,10489,33,Post-test,104,Comparison,-999,,,206,167,,,-999,-999,,,14,12,,,11.69,4.03,,,12.26,4.21,,,,,"NA - I entered the necessary information above",,,,,,,,,,,,,,,,,,,,,,,,,,,,
10064,"Stallard, et al 2014 ",mschweer,,8,"1-Health-led Friends-3-TAU-3-Revised Child Anxiety and Depression Scale (RCADS)-RCADS - Separation Anxiety-Continuous-52","1-Health-led Friends",3-TAU,"3-Revised Child Anxiety and Depression Scale (RCADS)-RCADS - Separation Anxiety",Continuous,10064,188,Post-test,52,Intervention,-999,,,449,372,,,-999,-999,,,14,12,,,2.48,2.94,,,3.07,3.14,,,,,"NA - I entered the necessary information above",,,,,,,,,,,,,,,,,,,,,,,,,,,,
10064,"Stallard, et al 2014 ",mschweer,,8,"2-School-led Friends-3-TAU-4-Revised Child Anxiety and Depression Scale (RCADS)-RCADS - Generalized Anxiety-Continuous-52","2-School-led Friends",3-TAU,"4-Revised Child Anxiety and Depression Scale (RCADS)-RCADS - Generalized Anxiety",Continuous,10064,188,Post-test,52,Comparison,-999,,,436,372,,,-999,-999,,,14,12,,,5.19,3.64,,,5.15,3.70,,,,,"NA - I entered the necessary information above",,,,,,,,,,,,,,,,,,,,,,,,,,,,
10064,"Stallard, et al 2014 ",mschweer,,8,"2-School-led Friends-3-TAU-3-Revised Child Anxiety and Depression Scale (RCADS)-RCADS - Separation Anxiety-Continuous-52","2-School-led Friends",3-TAU,"3-Revised Child Anxiety and Depression Scale (RCADS)-RCADS - Separation Anxiety",Continuous,10064,188,Post-test,52,Intervention,-999,,,436,372,,,-999,-999,,,14,12,,,2.89,2.96,,,3.07,3.14,,,,,"NA - I entered the necessary information above",,,,,,,,,,,,,,,,,,,,,,,,,,,,
