"Refid","Bibliography"
3303,"Gourlan, Mathieu, Ricupero, Sarah, Carayol, Marion, Cousson-Gélie, Florence (2023).  Efficacy of theory-based interventions aimed at reducing binge drinking in adolescents: A systematic review and meta-analysis of randomised controlled  trials. Social science & medicine (1982), 317(),  115571. 10.1016/j.socscimed.2022.115571"
3304,"Pennant, Mary E., Loucas, Christina E., Whittington, Craig, Creswell, Cathy, Fonagy, Peter, Fuggle, Peter, Kelvin, Raphael, Naqvi, Sabrina, Stockton, Sarah, Kendall, Tim (2015).  Computerised therapies for anxiety and depression in children and young people: a systematic review and meta-analysis. Behaviour research and therapy, 67(),  1. 10.1016/j.brat.2015.01.009"
3305,"Hu, Mandy X., Milaneschi, Yuri, Lamers, Femke, Nolte, Ilja M., Snieder, Harold, Dolan, Conor V., Penninx, Brenda W. J. H., de Geus, Eco J. C. (2019).  The association of depression and anxiety with cardiac autonomic activity: The role of confounding effects of antidepressants. Depression and anxiety, 36(12),  1163. 10.1002/da.22966"
3306,"Marc, Isabelle, Toureche, Narimane, Ernst, Edzard, Hodnett, Ellen D., Blanchet, Claudine, Dodin, Sylvie, Njoya, Merlin M. (2011).  Mind-body interventions during pregnancy for preventing or treating women's anxiety. The Cochrane database of systematic reviews, 2011(7),  CD007559. 10.1002/14651858.CD007559.pub2"
3307,"Grande, Antonio Jose, Ribeiro, Wagner Silva, Faustino, Christine, de Miranda, Claudio Torres, Mcdaid, David, Fry, Andra, de Moraes, Silvia Helena Mendonça, de Oliveira, Sandra Maria do Valle Leone, de Farias, Joni Marcio, de Tarso Coelho Jardim, Paulo, King, Derek, Silva, Valter, Ziebold, Carolina, Evans-Lacko, Sara (2020).  Effective/cost effective interventions of child mental health problems in low- and middle-income countries (LAMIC): Systematic review. Medicine, 99(1),  e18611. 10.1097/MD.0000000000018611"
3308,"Myers, Kathleen, Rockhill, Carol, Cortese, Samuele (2021).  Editorial: For Adolescents With Subthreshold Depression, Is an Ounce of Prevention Worth a Pound of Cure? Journal of the American Academy of Child and Adolescent Psychiatry, 60(9),  1056. 10.1016/j.jaac.2021.02.015"
3309,"Hou, Wai Kai, Liu, Huinan, Liang, Li, Ho, Jeffery, Kim, Hyojin, Seong, Eunice, Bonanno, George A., Hobfoll, Stevan E., Hall, Brian J. (2020).  Everyday life experiences and mental health among conflict-affected forced migrants: A meta-analysis. Journal of affective disorders, 264(),  50. 10.1016/j.jad.2019.11.165"
3310,"Robertson, Sarah M. C., Short, Stephen D., Sawyer, Leslie, Sweazy, Scott (2021).  Randomized controlled trial assessing the efficacy of expressive writing in reducing anxiety in first-year college students: the role of linguistic features. Psychology & health, 36(9),  1041. 10.1080/08870446.2020.1827146"
3311,"Callejo-Black, Alicia, Wagner, David V., Ramanujam, Krishnapriya, Manabat, Ann Jeline, Mastel, Sarah, Riley, Andrew R. (2020).  A Systematic Review of External Validity in Pediatric Integrated Primary Care Trials. Journal of pediatric psychology, 45(9),  1039. 10.1093/jpepsy/jsaa068"
3312,"Rao, Jia, Kennedy, Sean E., Cohen, Simon, Rosenberg, Andrew R. (2012).  A systematic review of interventions for reducing pain and distress in children undergoing voiding cystourethrography. Acta paediatrica (Oslo, Norway : 1992), 101(3),  224. 10.1111/j.1651-2227.2011.02482.x"
3313,"Jörns-Presentati, Astrid, Napp, Ann-Kathrin, Dessauvagie, Anja S., Stein, Dan J., Jonker, Deborah, Breet, Elsie, Charles, Weslin, Swart, Renier L., Lahti, Mari, Suliman, Sharain, Jansen, Ronelle, van den Heuvel, Leigh L., Seedat, Soraya, Groen, Gunter (2021).  The prevalence of mental health problems in sub-Saharan adolescents: A systematic review. PloS one, 16(5),  e0251689. 10.1371/journal.pone.0251689"
3314,"Anderson, Gregory S., Di Nota, Paula M., Groll, Dianne, Carleton, R. Nicholas (2020).  Peer Support and Crisis-Focused Psychological Interventions Designed to Mitigate Post-Traumatic Stress Injuries among Public Safety and Frontline Healthcare  Personnel: A Systematic Review. International journal of environmental research and public health, 17(20),  . 10.3390/ijerph17207645"
3315,"Watson, Hunna J., Joyce, Tara, French, Elizabeth, Willan, Vivienne, Kane, Robert T., Tanner-Smith, Emily E., McCormack, Julie, Dawkins, Hayley, Hoiles, Kimberley J., Egan, Sarah J. (2016).  Prevention of eating disorders: A systematic review of randomized, controlled trials. The International journal of eating disorders, 49(9),  833. 10.1002/eat.22577"
3316,"Nabhan, Ashraf F., Faris, Mohammed A. (2010).  High feedback versus low feedback of prenatal ultrasound for reducing maternal anxiety and improving maternal health behaviour in pregnancy. The Cochrane database of systematic reviews, (4),  CD007208. 10.1002/14651858.CD007208.pub2"
3317,"Suhas, Satish, Malo, Palash Kumar, Kumar, Vijay, Issac, Thomas Gregor, Chithra, Nellai K., Bhaskarapillai, Binukumar, Reddy, Y. C. Janardhan, Rao, Naren P. (2023).  Treatment strategies for serotonin reuptake inhibitor-resistant obsessive-compulsive disorder: A network meta-analysis of randomised controlled  trials. The world journal of biological psychiatry : the official journal of the World Federation of Societies of Biological Psychiatry, 24(2),  162. 10.1080/15622975.2022.2082525"
3318,"Manyande, Anne, Cyna, Allan M., Yip, Peggy, Chooi, Cheryl, Middleton, Philippa (2015).  Non-pharmacological interventions for assisting the induction of anaesthesia in children. The Cochrane database of systematic reviews, 2015(7),  CD006447. 10.1002/14651858.CD006447.pub3"
3319,"Lai, Mark H. C., Kwok, Oi-Man (2016).  Estimating Standardized Effect Sizes for Two- and Three-Level Partially Nested Data. Multivariate behavioral research, 51(6),  740. 10.1080/00273171.2016.1231606"
3320,"Eiser, C., Hill, J. J., Vance, Y. H. (2000).  Examining the psychological consequences of surviving childhood cancer: systematic review as a research method in pediatric psychology. Journal of pediatric psychology, 25(6),  449. 10.1093/jpepsy/25.6.449"
3321,"Ribeiro, Wagner Silva, Grande, Antônio José, Hoffmann, Mauricio Scopel, Ziebold, Carolina, McDaid, David, Fry, Andra, Peixoto, Clayton, Miranda, Cláudio, King, Derek, Tomasi, Cristiane Damiani, Faustino, Christine, Leone, Sandra, Moraes, Silvia, Schäfer, Antonio Augusto, Alves, Veronica, Rosa, Maria Ines, Evans-Lacko, Sara (2023).  A systematic review of evidence-based interventions for child and adolescent mental health problems in low- and middle-income countries. Comprehensive psychiatry, 121(),  152358. 10.1016/j.comppsych.2022.152358"
3322,"Rith-Najarian, Leslie R., Triplett, Noah S., Weisz, John R., McLaughlin, Katie A. (2021).  Identifying intervention strategies for preventing the mental health consequences of childhood adversity: A modified Delphi study. Development and psychopathology, 33(2),  748. 10.1017/S0954579420002059"
3323,"Castagna, Peter J., Farahdel, Elita, Potenza, Marc N., Crowley, Michael J. (2023).  The current state-of-the-art in pharmacotherapy for pediatric generalized anxiety disorder. Expert opinion on pharmacotherapy, 24(7),  835. 10.1080/14656566.2023.2199921"
3324,"Nabhan, Ashraf F., Aflaifel, Nasreen (2015).  High feedback versus low feedback of prenatal ultrasound for reducing maternal anxiety and improving maternal health behaviour in pregnancy. The Cochrane database of systematic reviews, 2015(8),  CD007208. 10.1002/14651858.CD007208.pub3"
3325,"Melton, Tabatha H., Croarkin, Paul E., Strawn, Jeffrey R., McClintock, Shawn M. (2016).  Comorbid Anxiety and Depressive Symptoms in Children and Adolescents: A Systematic Review and Analysis. Journal of psychiatric practice, 22(2),  84. 10.1097/PRA.0000000000000132"
3326,"Siafis, Spyridon, Çıray, Oğulcan, Wu, Hui, Schneider-Thoma, Johannes, Bighelli, Irene, Krause, Marc, Rodolico, Alessandro, Ceraso, Anna, Deste, Giacomo, Huhn, Maximilian, Fraguas, David, San José Cáceres, Antonia, Mavridis, Dimitris, Charman, Tony, Murphy, Declan G., Parellada, Mara, Arango, Celso, Leucht, Stefan (2022).  Pharmacological and dietary-supplement treatments for autism spectrum disorder: a systematic review and network meta-analysis. Molecular autism, 13(1),  10. 10.1186/s13229-022-00488-4"
3327,"Shigemura, Jun, Terayama, Takero, Kurosawa, Mie, Kobayashi, Yuki, Toda, Hiroyuki, Nagamine, Masanori, Yoshino, Aihide (2021).  Mental health consequences for survivors of the 2011 Fukushima nuclear disaster: a systematic review. Part 1: psychological consequences. CNS spectrums, 26(1),  14. 10.1017/S1092852920000164"
3328,"Kwan, Benjamin, Rickwood, Debra J. (2015).  A systematic review of mental health outcome measures for young people aged 12 to 25 years. BMC psychiatry, 15(),  279. 10.1186/s12888-015-0664-x"
3329,"Wickersham, Alice, Leightley, Daniel, Archer, Marc, Fear, Nicola T. (2020).  The association between paternal psychopathology and adolescent depression and anxiety: A systematic review. Journal of adolescence, 79(),  232. 10.1016/j.adolescence.2020.01.007"
3330,"Labrague, Leodoro J., McEnroe-Petitte, Denise M., Bowling, Ann M., Nwafor, Chidozie E., Tsaras, Konstantinos (2019).  High-fidelity simulation and nursing students' anxiety and self-confidence: A systematic review. Nursing forum, 54(3),  358. 10.1111/nuf.12337"
3331,"Sampasa-Kanyinga, Hugues, Colman, Ian, Goldfield, Gary S., Janssen, Ian, Wang, JianLi, Podinic, Irina, Tremblay, Mark S., Saunders, Travis J., Sampson, Margaret, Chaput, Jean-Philippe (2020).  Combinations of physical activity, sedentary time, and sleep duration and their associations with depressive symptoms and other mental health problems in  children and adolescents: a systematic review. The international journal of behavioral nutrition and physical activity, 17(1),  72. 10.1186/s12966-020-00976-x"
3332,"Thanhäuser, Martina, Lemmer, Gunnar, de Girolamo, Giovanni, Christiansen, Hanna (2017).  Do preventive interventions for children of mentally ill parents work? Results of a systematic review and meta-analysis. Current opinion in psychiatry, 30(4),  283. 10.1097/YCO.0000000000000342"
3333,"Carney, Rebekah, Imran, Shermin, Law, Heather, Firth, Joseph, Parker, Sophie (2021).  Physical health interventions on adolescent mental health inpatient units: A systematic review and call to action. Early intervention in psychiatry, 15(3),  439. 10.1111/eip.12981"
3334,"Renwick, Laoise, Pedley, Rebecca, Johnson, Isobel, Bell, Vicky, Lovell, Karina, Bee, Penny, Brooks, Helen (2022).  Conceptualisations of positive mental health and wellbeing among children and adolescents in low- and middle-income countries: A systematic review and  narrative synthesis. Health expectations : an international journal of public participation in health care and health policy, 25(1),  61. 10.1111/hex.13407"
3335,"Ali, Qasim, Heldal, Ilona, Helgesen, Carsten Gunnar, Krumina, Gunta, Tvedt, Marianne Nesbjørg (2021).  Technologies supporting vision screening: a protocol for a scoping review. BMJ open, 11(9),  e050819. 10.1136/bmjopen-2021-050819"
3336,"Russell, Douglas H., Trew, Sebastian, Higgins, Daryl J. (2021).  Vulnerable yet forgotten? A systematic review identifying the lack of evidence for effective suicide interventions for young people in contact with child  protection systems. The American journal of orthopsychiatry, 91(5),  647. 10.1037/ort0000555"
3337,"Maia, Carlos Renato Moreira, Rohde, Luis Augusto (2007).  [Pharmacotherapy for the treatment of anxiety disorders in children and adolescents: a sistematic review]. Revista brasileira de psiquiatria (Sao Paulo, Brazil : 1999), 29(1),  72. "
3338,"Walsh, Kerryann, Zwi, Karen, Woolfenden, Susan, Shlonsky, Aron (2015).  School-based education programmes for the prevention of child sexual abuse. The Cochrane database of systematic reviews, 2015(4),  CD004380. 10.1002/14651858.CD004380.pub3"
3339,"Pratt, B. M., Woolfenden, S. R. (2002).  Interventions for preventing eating disorders in children and adolescents. The Cochrane database of systematic reviews, 2002(2),  CD002891. 10.1002/14651858.CD002891"
3340,"Peter, Samuel C., Brett, Emma I., Suda, Matthew T., Leavens, Eleanor L. S., Miller, Mary Beth, Leffingwell, Thad R., Whelan, James P., Meyers, Andrew W. (2019).  A Meta-analysis of Brief Personalized Feedback Interventions for Problematic Gambling. Journal of gambling studies, 35(2),  447. 10.1007/s10899-018-09818-9"
3341,"Gariépy, Geneviève, Danna, Sofia M., Hawke, Lisa, Henderson, Joanna, Iyer, Srividya N. (2022).  The mental health of young people who are not in education, employment, or training: a systematic review and meta-analysis. Social psychiatry and psychiatric epidemiology, 57(6),  1107. 10.1007/s00127-021-02212-8"
3342,"James, Anthony C., James, Georgina, Cowdrey, Felicity A., Soler, Angela, Choke, Aislinn (2015).  Cognitive behavioural therapy for anxiety disorders in children and adolescents. The Cochrane database of systematic reviews, 2015(2),  CD004690. 10.1002/14651858.CD004690.pub4"
3343,"Prazeres, Angélica Marques, Souza, Wanderson Fernandes de, Fontenelle, Leonardo F. (2007).  [Cognitive-behavior therapy for obsessive-compulsive disorder: a systematic review of the last decade]. Revista brasileira de psiquiatria (Sao Paulo, Brazil : 1999), 29(3),  262. 10.1590/s1516-44462006005000046"
3344,"James, Anthony C., James, Georgina, Cowdrey, Felicity A., Soler, Angela, Choke, Aislinn (2013).  Cognitive behavioural therapy for anxiety disorders in children and adolescents. The Cochrane database of systematic reviews, (6),  CD004690. 10.1002/14651858.CD004690.pub3"
3345,"Deandrea, David C., Troost, John P., Anthony, James C. (2013).  Toward primary prevention of extra-medical OxyContin® use among young people. Preventive medicine, 57(3),  244. 10.1016/j.ypmed.2013.05.004"
3346,"Liverpool, Shaun, Draoui, Yasmin, Tucker, Judea, Pereira, Brent, Prescod, Jamal, Owen, Michael, Trotman, Catherine (2023).  Factors associated with children and young people's mental health in the English-speaking Caribbean region: Systematic review and narrative synthesis. PloS one, 18(3),  e0282666. 10.1371/journal.pone.0282666"
3347,"Schulte-Körne, Gerd, Schiller, Yvonne (2012).  [Efficacy of universal and selective prevention on depression in children and adolescents. A systematic review]. Zeitschrift fur Kinder- und Jugendpsychiatrie und Psychotherapie, 40(6),  385. 10.1024/1422-4917/a000198"
3348,"Heinze, Kareen, Cumming, Jennifer, Dosanjh, Amrita, Palin, Sophia, Poulton, Shannen, Bagshaw, Andrew P., Broome, Matthew R. (2021).  Neurobiological evidence of longer-term physical activity interventions on mental health outcomes and cognition in young people: A systematic review of randomised  controlled trials. Neuroscience and biobehavioral reviews, 120(),  431. 10.1016/j.neubiorev.2020.10.014"
3349,"Yang, Weixin, Yang, Xiao, Cai, Xianghao, Zhou, Zhuoren, Yao, Huan, Song, Xingrong, Zhao, Tianyun, Xiong, Peng (2022).  The Prevalence of Irritable Bowel Syndrome Among Chinese University Students: A Systematic Review and Meta-Analysis. Frontiers in public health, 10(),  864721. 10.3389/fpubh.2022.864721"
3350,"Shamblen, Stephen R., Derzon, James H. (2009).  A preliminary study of the population-adjusted effectiveness of substance abuse prevention programming: towards making IOM program types comparable. The journal of primary prevention, 30(2),  89. 10.1007/s10935-009-0168-x"
3351,"Verlinden, S., Hersen, M., Thomas, J. (2000).  Risk factors in school shootings. Clinical psychology review, 20(1),  3. 10.1016/s0272-7358(99)00055-0"
3352,"Grist, Rebecca, Porter, Joanna, Stallard, Paul (2017).  Mental Health Mobile Apps for Preadolescents and Adolescents: A Systematic Review. Journal of medical Internet research, 19(5),  e176. 10.2196/jmir.7332"
